,de,mscs,mrmscs,keyword_mscs,refs_mscs,nDCG_mrmscs,nDCG_keywords,nDCG_refs,nDCG_keywords_and_refs,nDCG_keywords_or_refs
4915,6216101,"['60H15', '35R60']","['60H15', '35R60']","['60H15', '60H07', '65C30', '60H35', '35R60', '60G15', '60G17', '60H05', '60G22', '60H25']","['60H15', '82C22', '35R60', '60K35', '60J50', '82C31', '60G45', '47A30', '60G40', '60G50']",1.0,0.7841802768331765,0.8842282173954805,1.1631711630466106,0.33595484186858976
4916,6216104,"['60H20', '60G44', '60J65']","['60H20', '60G44', '60H10', '60J55', '60J65']","['60H10', '65C30', '60H35', '34F05', '60J60', '60H07', '60H15', '35R60', '60J65', '60G35']","['60J55', '91B28', '60G44', '60-02', '60Jxx', '60J65', '60Gxx', '60-01', '60G15', '60G17']",0.9590322416933847,0.10899540504701136,0.4910485792635374,0.36207489823929484,0.3752381852972544
4917,6216105,"['60K35', '82B24', '60J45']","['60K35', '60J45', '82B24', '82C24']","['60G50', '60J60', '35K05', '35R35', '60K35', '82B24', '60J45']","['60K35', '82B24', '60J45', '60K99', '60B15', '92D99', '68Q05', '60G50', '82C24', '00A08']",0.9525936227991185,0.5187086856079489,1.0,1.1336310719187659,0.5045800791113663
4918,6216111,"['60K35', '82B44']","['60K35', '82B44']","['47A55', '93C73', '37J40', '93D09', '90C31', '15A18', '93B35', '34D10', '35B20', '35Q99']","['60G09', '60G07', '60E05', '60G57', '60B11', '60G55', '60H10', '34F05', '82B44', '60G15']",1.0,0.0,0.2661792164485313,0.0,0.29474273913182686
4919,6216113,"['60H10', '60J60', '60G10', '35B40', '35K55']","['60H10', '35B40', '35K55', '60B10', '60J60']","['60K35', '60G50', '82C22', '60J25', '22E40', '60G42', '35Q84', '60J60', '37B25', '82C31']","['46E35', '46-02', '60-02', '60J60', '58J65', '94A17', '47D07', '35Q72', '35B40', '82D37']",0.8114891875527633,0.17626745124774681,0.3247434557214986,0.5587546006507464,0.35253490249549363
4920,6216114,"['60K35', '60F10']","['60K35', '60F10']","['60K35', '82C22', '32C30', '58A25', '32U05', '32C25', '32U40', '32D15', '53D35', '32Q65']","['60K35', '60G50', '82C70', '82C22', '60F10', '82C05', '82C31', '82C35', '62H05', '62H20']",1.0,0.44211410869774026,0.7841802768331765,0.27894294565112987,1.041712440435473
4921,6216116,"['60J67', '60D05', '60J60', '30C20', '28A80']","['60J67', '30C20', '60J60']","['60J67', '82B20', '60J65', '81T40', '82B27', '82B43', '30C55', '82B24', '28A80', '30C35']","['60D05', '60G17', '28A80', '81T40', '81S25', '60-02', '60J45', '60G44', '30C55', '35R60']",0.5953334017358067,0.36347824783093513,0.6984432508134331,0.17626745124774681,0.45940080333477734
4922,6216118,"['60H10', '60J55', '60J65']","['60H10', '60J55', '60J65']","['60J60', '60J65', '60H10', '60G44', '37L55', '60G40', '60E15', '60J70', '60K40', '60J55']","['33-00', '00A20', '00A22', '65A05', '65Dxx', '41A55', '62Q05', '44A10', '11B68', '11M06']",1.0,0.6188075105873937,0.0,0.0,0.35811230197338206
4923,6218348,"['32S25', '32S10', '13D40']","['32S25', '13D40', '14C20', '32S10']","['14F05', '14C20', '14N05', '32S30', '14B12', '32S70', '32S15', '14J17', '14H50', '32S25']","['32Sxx', '32S30', '32S05', '32S60', '14J17', '14C17', '32S25', '14E15', '14Q15', '68T15']",0.9023930664367708,0.10466311757360869,0.1206916327464316,0.18103744911964742,0.1206916327464316
4924,6221313,"['35Q79', '35K05', '35K15', '35C15', '35B99', '35B30', '35R11']","['35R11', '35K15']","['35K05', '65M60', '65M12', '35Q30', '76D05', '35B40', '53C44', '53C55', '53C21', '35B25']","['35K55', '26A33', '35B65', '35D05', '35B05', '35B40', '45G10', '35K65', '45K05', '49L25']",0.38204655159838585,0.4685015412365482,0.0,0.0,0.13068519995461705
4925,6221314,"['12E30', '12F99']","['12E30', '11S20', '14H52']",[],"['13-01', '13Cxx', '13-02', '01A75', '13Jxx', '13A15', '13A18', '14C20', '11G05', '11G10']",0.44211410869774026,0.0,0.0,0.0,0.0
4926,6221315,"['14G32', '12J20', '14H30']","['14G32', '11G25', '12L12', '14G05', '14G20']","['11R32', '20F29', '11R58', '20D05', '20D08', '14E20', '14H30', '14A15', '14A20', '18F99']","['12J10', '12J20', '14-02', '14B25', '14E20', '14F20', '12E30', '14G05', '14G32', '14H30']",0.36207489823929484,0.1206916327464316,0.6705461752616778,0.22844382632052884,0.4048002106243134
4927,6221316,"['20D10', '05C25', '20F05']","['20D10', '05C25']","['20D10', '20D60', '20D20', '20C05', '20C15', '20D40', '20C20', '20D25', '20D30', '20D15']","['20D10', '20F17', '20-02', '20D25', '20D30', '20P05', '20D60', '20F05', '05C45', '05C25']",0.8189625508803525,0.36207489823929484,0.6856230465467767,0.36207489823929484,0.7284642989320319
4928,6221317,"['12H05', '34A30', '37C10']","['12H05', '34A30', '37C10']","['12H05', '37J30', '32S65', '34A05', '34M03', '34A30', '39A06', '12H10', '11B37', '11B25']","['37J30', '37J35', '34M35', '70H07', '12-01', '12H05', '13B05', '14A05', '17B45', '20G15']",1.0,0.62002226028778,0.1289736810242426,0.36207489823929484,0.3319019900526869
4929,6221318,"['20F45', '20F28', '20E36', '20E26', '20E25', '20E18', '20F14', '20F18']","['20F28', '20E26', '20E36', '20F45']","['16W20', '16T20', '17B37', '16S80', '20D15', '17B30', '20E07', '20F40', '20F45', '20F14']","['20F45', '20F12', '20F14', '20E07', '20E26', '20-02', '20D15', '20E18', '22E35', '14L05']",0.776897906709726,0.1287181658621445,0.48039447623142345,0.31207537439267885,0.41171445192805856
4930,6221319,"['37J45', '34C25', '47J30']",['34C25'],"['35J20', '35Q55', '35J10', '35J60', '35A15', '35B33', '35B40', '81V10', '35Q40', '58E05']","['34C25', '37G99', '58E05', '37J45', '58E30', '39A12', '39A10', '39A70', '34B30', '37B30']",0.7241497964785897,0.0,0.8800869674170632,0.0,0.33697462005812095
4931,6221320,"['43A07', '37C99', '54C99', '34C99']",['54H11'],"['20K30', '20K20', '20K10', '39B52', '20K01', '20K15', '20K25', '18A40', '20K40', '39A70']","['37A15', '28D15', '22D10', '22-02', '22E46', '22E40', '22E99', '05C80', '05C99', '53C35']",0.0,0.0,0.0,0.0,0.0
4932,6221321,"['20G10', '19B14', '20E42', '18G40', '20J05', '51E24']",['20G10'],"['55R80', '57S05', '57R50', '20G10', '55R40', '57R15', '55P47', '20J06', '57R19', '19B14']","['20J05', '20-02', '18-02', '55-02', '20J06', '18F25', '20G10', '20G30', '55T99', '55-01']",0.2540911172962417,0.25632869721448054,0.3387881563949889,0.16031364602041406,0.274411531308465
4933,6221323,"['16D10', '16E30', '16E10']","['16D50', '16E30']","['16E10', '16E65', '16D40', '16D50', '16E30', '16D80', '16S50', '16D70', '16W30', '16E05']","['16D40', '16D90', '16E30', '16S90', '18-02', '01A75', '13-02', '16-02', '18Gxx', '20Jxx']",0.4568876526410577,0.6422142798653592,0.36207489823929484,0.7241497964785897,0.2900150691466984
4934,6221324,"['12F12', '12E15']","['12F12', '12E15']","['12F12', '11R32', '11G30', '14H99', '12F10']","['12F12', '12E30', '12F10', '20G15', '20G07', '20-02', '14-02', '14L40', '14L17', '20G25']",1.0,0.44211410869774026,0.44211410869774026,0.27894294565112987,0.14737136956591343
4935,6221325,"['46B28', '46M18']","['46B20', '46B28', '46M18']","['46B03', '46A16', '18G15', '13D02', '13D99', '18G99', '46B45', '46M18', '18A22', '18E05']","['46B25', '46A16', '46B08', '46M10', '46B28', '46-00', '46M18', '46M15', '46B20', '46-02']",0.7210570543488701,0.27894294565112987,0.4657758231995449,0.5578858913022597,1.031599586961394
4936,6221327,"['20C15', '20C34', '20C33', '20D05', '20D06', '20D08', '20D25']",['20C15'],"['20D10', '20D60', '20D20', '20C05', '20C15', '20D40', '20C20', '20D25', '20D30', '20D15']","['20C15', '20D60', '20C20', '20C30', '17B20', '17B25', '20G05', '20-02', '20G10', '20G40']",0.2342507706182741,0.16451845870058987,0.2342507706182741,0.11712538530913705,0.14075138610319493
4937,6221328,"['37A15', '28D15']","['28A12', '54H11']","['54H05', '03E15', '54E50', '06B35', '60B10', '54H11', '54H15', '54E35', '54C35', '60B20']","['03E15', '37A20', '03C15', '03-01', '28A05', '03-02', '91A44', '54H05', '37A15', '28D05']",0.0,0.0,0.13308960822426566,0.0,0.13947147282556493
4938,6221329,"['46A16', '46M18', '39B82']","['46M18', '39B82']","['39B62', '39B52', '39B82', '46B20', '39B72', '47D07', '60H10', '82C22', '82C31', '65K05']","['41A10', '46M18', '46A16', '46B10', '46B15', '46A04', '46B20', '46M35', '46B03', '54E35']",0.9525936227991185,0.18103744911964742,0.6379251017607052,0.0,0.6563452241531705
4939,6221331,"['30F10', '58J51', '58J50', '58C40']","['58J51', '11F72', '81Q50']","['11F67', '30F35', '81Q50', '37A45', '15B52', '60B20', '82B44', '62H25', '15A18', '58J51']","['81Q50', '81Q20', '94A17', '35L05', '35P20', '53C20', '58J99', '58J51', '37A45', '81Q05']",0.626461208000321,0.18108790028550703,0.1976265077928601,0.626461208000321,0.1532640741533173
4940,6221333,"['30C65', '46B20']",['46G20'],"['30C65', '30C62', '46E35', '30F45', '30D50', '46E30']","['30C62', '30C75', '30F45', '30C65', '54E35', '30C55', '46T05', '54C25', '54C10', '54C30']",0.0,0.44211410869774026,0.19040818260962875,0.22105705434887013,0.13308960822426566
4941,6221334,['37L05'],"['37B05', '47D07']","['42B25', '58J35', '42B30', '42B20', '46E35', '28A80', '35J25', '47D03', '42B15', '47D08']","['43A85', '43A15', '53C35', '43A22', '22E30', '43A80', '43A30', '22E25', '47D06', '34K23']",0.0,0.0,0.0,0.0,0.0
4942,6221465,"['14F22', '11R39', '11G10', '14C15']","['11F11', '11G10', '12G05', '14G35']","['11F11', '11F67', '11F03', '11F37', '11F80', '11F33', '11G40', '11F20', '11F27', '11H06']","['11F12', '11F80', '11F11', '11F30', '11G18', '11F32', '11Sxx', '11S31', '11-02', '11S15']",0.1976265077928601,0.0,0.0,0.0,0.0
4943,6221467,"['11R56', '55R10', '15A72']",['11R56'],"['15A72', '16W50', '17B10', '20G15', '81T05', '46A03', '46A13', '46E10', '46F05', '47L30']","['11E39', '14G25', '14H60', '14G40', '14F05', '11H55', '15A69', '22-01', '20-01', '20G05']",0.36207489823929484,0.36207489823929484,0.0,0.0,0.1206916327464316
4944,6221468,"['16R10', '16P90', '05E10', '05A15']",['16R10'],"['16R10', '20C30', '16P90', '16R50', '16W50', '16S50', '16W22', '16R40', '15A75', '17B01']","['05A15', '05E05', '16R10', '16R20', '16P90', '16R30', '20C30', '15A75', '16R50', '16W50']",0.3132306040001605,0.626461208000321,0.7121941829387071,0.3772493553525054,0.3915682664322425
4945,6221469,"['57M99', '20F34']",['57M99'],"['57M60', '57M05', '57M12', '57M50', '55M10', '54F45', '13D45', '54C55', '20J06', '54C20']","['20F34', '57M07', '57N05', '57M10', '57M99', '20F38', '20F36', '20J05', '20-02', '18-02']",0.44211410869774026,0.0,1.0552613014631986,0.0,0.3396515245361084
4946,6221470,['52A20'],"['52A22', '52A23', '52A39']","['52A21', '46B25', '46B20', '46B07', '52A20', '52A23', '52A22', '52B11']","['52A20', '52A40', '11H06', '43A25', '52A39', '52A99', '52-02', '46B20']",0.0,0.38685280723454163,1.0,0.6309297535714575,0.3333333333333333
4947,6221474,"['20C05', '20B15', '20G15']","['20C05', '20B15', '20H20']","['05C25', '20B15', '20D60', '20C33', '20D06', '20B10', '20B25', '20E07', '20E15', '20D20']","['20B15', '20E22', '20B05', '20D40', '20D05', '20J05', '20-02', '18-02', '55-02', '20J06']",0.8189625508803525,0.4568876526410577,0.7241497964785897,0.7241497964785897,0.2413832654928632
4948,6221475,"['20D15', '20D60', '20D30']","['20D15', '20E07', '20K01', '20K27']","['20D15', '20D60', '20D45', '20D30', '20D25', '20C05', '20E45', '20J06', '20C15', '20F40']","['20D15', '20D30', '20-02', '20E07', '20D25', '20D60', '20-04', '68W30']",0.36207489823929484,0.974899721818826,0.8484660866083087,1.0611244165367106,0.7259310244783326
4949,6221476,"['46B99', '54H05']","['46B99', '54H05']",[],"['46-02', '46B03', '46B20', '46B25', '03E15', '46B15', '46B70', '46B26', '47L05', '46G12']",1.0,0.0,0.0,0.0,0.0
4950,6221479,"['16D70', '16W50', '16G20', '05C25']","['16W50', '16S99']","['16W50', '16S37', '16R10', '16E65', '16R50', '16D90', '16P90', '16E30', '16W30', '16E10']","['16S88', '16G20', '46L05', '16D30', '16S34', '16D70', '16P10', '16S10', '16W50', '16E20']",0.626461208000321,0.626461208000321,0.4977851148878931,0.626461208000321,0.36833339061206694
4951,6221480,"['11F70', '22E50']","['22E50', '11F70']","['22E50', '22E25', '22E27', '22E46', '22E70', '35L05', '11F85', '20G05', '22E35', '11F27']","['22E50', '11F32', '11F70', '11F85', '22D30', '11F33', '33B15', '33C10', '11F55', '43A80']",1.1631711630466106,0.8842282173954805,1.1052852717443507,0.8842282173954805,0.3430298034741084
4952,6221481,"['20C05', '20C33', '20C15', '20D06', '20G40']","['20C15', '20C05', '20C33']","['20C05', '20C33', '20C15', '20D06', '20C34', '20G40', '20G15', '20F50', '20E07', '20E32']","['20C15', '05C25', '20D60', '20Cxx', '20G05', '20-02', '20G10', '20G40', '14L35', '17B35']",0.7350220518984933,0.9914383093822561,0.3675110259492467,0.45564475157312007,0.6161931917792203
4953,6221609,"['20D15', '20D25']",['20D15'],"['20D15', '20D60', '20D45', '20D30', '20D25', '20C05', '20E45', '20J06', '20C15', '20F40']","['20-02', '20D15', '20E07', '20D25', '00A07', '20D40', '20D05', '20C15', '20D10', '20E28']",0.44211410869774026,0.7841802768331765,0.6597593108703873,0.7210570543488701,0.3541249460490514
4954,6221610,"['16W50', '16R10', '16S15', '68R15']","['16W10', '16R10']","['16R10', '16P90', '68R15', '16-02', '16R40', '16S15', '16S50', '16W50', '16S37']","['16R50', '16W50', '16R10', '16W55', '16W22', '16W10', '16W25', '16W30', '17B70', '16S15']",0.3952530155857202,0.9934647562638754,0.6014010619357741,0.9807030177932614,0.45533440711122114
4955,6221611,"['14J50', '14J70']","['14J50', '14J17', '14J70']","['20E36', '16W20', '20D45', '20D60', '20E05', '17B40', '20F28', '16W25', '16N60', '20D15']","['14K05', '14L30', '14E07', '14J40', '14J30', '14K10', '11Y11', '11A41', '11A51', '11Y16']",0.8842282173954805,0.0,0.0,0.0,0.0
4956,6221613,"['20C15', '20P05', '20D60']",['20C15'],"['20D10', '20D60', '20D20', '20C05', '20C15', '20D40', '20C20', '20D25', '20D30', '20D15']","['20C25', '20P05', '60C05', '20D60', '20D25', '20E45', '20-02', '20Dxx', '20C15']",0.36207489823929484,0.368513517133561,0.7218202286265426,0.5905187245598237,0.4972558396023159
4957,6221614,['30F99'],"['53C25', '37E30', '57M50', '58K99']","['32G15', '30F60', '57M50', '51F99', '53C22', '53D10', '53A35', '53C42', '37A25', '37A10']","['30F35', '30F30', '57M50', '32G15', '14K20', '51K05', '51-01', '30F60', '37F99', '30D05']",0.0,0.0,0.0,0.0,0.0
4958,6221616,"['46B85', '46B80']","['46B20', '46B08', '46B80', '46B85']","['46B80', '46B85', '46B06', '46-02', '54F45', '55M10', '46B20', '46B25', '54C25', '54E15']","['47L20', '46B20', '46L51', '46L53', '46L54', '46E15', '41A10', '46-02', '47-02', '46B09']",0.632522291307369,1.1631711630466106,0.0,0.0,0.992391673766499
4959,6221617,"['58A07', '58A12', '14P20']","['58A12', '14P20', '32C07']","['55U10', '18A05', '58A05', '58A12', '58D19', '58E40', '55N35', '37B50', '52C22', '51K10']","['58A07', '14P20', '58A12', '14Pxx', '14-01', '12J15', '14-02', '11E81', '14F05', '19E99']",0.9525936227991185,0.3118743418769471,0.9525936227991185,0.7241497964785897,0.42011604435663824
4960,6221622,"['17B67', '17B10']","['17B67', '17B10']","['17B67', '17B10', '17B37', '17B65', '17B69', '17B70', '81R10', '17B35', '81T40', '20F55']","['20C30', '20C08', '16D60', '17B37', '20C20', '20F55', '05E10', '17B67', '17-02', '17B65']",1.0,1.0,0.13947147282556493,0.27894294565112987,0.4653907799295077
4961,6221623,"['16T05', '16S40', '16S35']","['16T05', '16S35']","['16W30', '16T05', '17B37', '18D10', '16E40', '16W50', '16D90', '16S40', '81R50', '16T20']","['16T05', '16S40', '16S35', '16W22', '57T05', '16H05', '16W30', '16W20', '16W50', '16D90']",0.5905187245598237,0.4568876526410577,1.0,0.6422142798653592,0.7715561736794712
4962,6221624,"['53C26', '32Q25']","['53C56', '32Q25', '32U05']",[],"['15B33', '15A15', '31C10', '32U10', '35J60', '32W20', '32U05', '53C26', '35J96', '32Q25']",0.5578858913022597,0.0,0.3950707489123651,0.0,0.4751557763597019
4963,6221626,"['03E57', '03E05', '03E35', '03E40', '03E55']","['03E40', '03E55', '03E57']",[],"['03E05', '03E55', '03E35', '03E45', '03E50', '03C55', '03E40', '03A05', '03B45', '03E70']",0.5953334017358067,0.0,0.9678364688363043,0.0,0.5081897023936297
4964,6221628,"['16K20', '11E20', '05C25']","['16H05', '05C12']","['16K20', '11E04', '11R52', '16W10', '16U60', '16S34', '20C05']","['16Kxx', '15A69', '16K20', '12E15', '51A50', '11-02', '11Exx', '11E81', '15A63', '15A66']",0.0,0.36207489823929484,0.18103744911964742,0.36207489823929484,0.11422191316026442
4965,6221629,"['46B04', '46B20', '47A07']",['46B20'],"['46B04', '46B20', '46B22', '46B28', '54C60', '46G25', '46B25', '54H25', '54E40', '54E50']","['46G25', '46B25', '46B03', '46G20', '46B04', '46B20', '46B10', '46B22', '47B07', '47A12']",0.7241497964785897,0.8189625508803525,0.39801705286151734,0.9525936227991185,0.3103244738084194
4966,6221630,"['16S36', '16W20', '16W22']","['16S36', '20M25']","['16S36', '16W25', '16D25', '16T05', '16D60', '16S80', '16S35', '16S15', '16T20', '16W60']","['16S36', '16S38', '16W35', '16W20', '16W25', '16K40', '16U70', '16S35', '17B37', '16W22']",0.36207489823929484,0.36207489823929484,0.7786123576898507,0.22844382632052884,0.47228241406731936
4967,6221725,"['03E02', '03E35', '54A25']","['03E02', '03E35', '54A25']","['03E05', '03E02', '05D10', '03E55', '03E25', '03E35', '03E60', '06A05', '03E50']","['03E15', '03E05', '03E35', '03E30', '05C99', '05C55', '03-02', '05-02', '03E55', '54A25']",1.0,0.48639118836901407,0.46673801581290353,0.4568876526410577,0.4724230025632019
4968,6221726,"['20E07', '20H05', '20E05', '32G15', '30F60', '11F06']","['20E05', '20G30']","['20E06', '20D08', '20F65', '20D05', '20H05', '20E07', '11F06', '20G35', '20H10', '20E15']","['32G15', '37D40', '20E05', '20F05', '20E36', '30F60', '37F30', '11F06', '14H30', '30F35']",0.2540911172962417,0.37179784529880056,0.5518025811157983,0.2540911172962417,0.5406908720601543
4969,6221727,"['11R32', '12F10', '11R52']","['11R32', '11R54', '12F10']",[],"['12F12', '20E07', '20F29', '20D20', '12E15', '20D05', '11R34', '12F10', '16K20', '11R32']",0.7241497964785897,0.0,0.3331069438941376,0.0,0.4408480229011897
4970,6221732,"['11D75', '11J25', '11T55', '12F20', '11E10']","['11D75', '11E10']","['11D75', '11J25', '11P55', '11P32', '11D45', '20M14', '11E76', '11J81', '14G05', '11D41']","['11J71', '11L03', '11L15', '11D72', '11D25', '11P55', '11D75', '11J25', '11T06', '11P32']",0.45564475157312007,0.6319122028208669,0.2693932180228712,0.3996985544333417,0.22377587473167673
4971,6221735,"['35H10', '35A27', '46F05']","['35H10', '46F05']","['35H10', '35S05', '32T27', '35D10', '30D15', '32W05', '35J99', '35A08']","['35A27', '47F05', '35H10', '35D10', '35J70', '35A05', '35G05', '35B60', '35A20', '46F15']",0.5905187245598237,0.36207489823929484,0.9051872455982372,0.22844382632052884,0.3814529563058954
4972,6221743,"['11D25', '11D45', '14G05', '14G25', '11G35', '14J20', '11E25']","['11D25', '11D45', '14G05', '14G25']","['14G05', '11G20', '11G05', '14G25', '11G35', '11D45', '14H25', '14H52', '14G15', '11D41']","['11N37', '11N32', '11D25', '11N25', '11D45', '11G35', '14G05', '14J20', '11G50', '14J25']",0.7478540335035527,0.5926412706043702,0.5337898105061742,0.61629732221666,0.605268261974019
4973,6221746,"['14R10', '14R05']","['14F43', '14J17', '14J26', '14R05']","['14J17', '14R05', '14J26', '14J29', '14J25', '14E05', '14F45', '32J25']","['14J17', '14M20', '14J15', '14-02', '32-02', '32J15', '32J25', '14C22', '14H10', '32G13']",0.3808163652192575,0.5578858913022597,0.0,0.0,0.29474273913182686
4974,6221747,"['37D40', '57M25']",['37D40'],"['57M25', '57M27', '53A04', '37J45', '37J55', '53D10', '55N99', '58E10', '53D40', '58E05']","['37D40', '53D25', '53C22', '11F11', '35P99', '47F05', '58J50', '35P15', '47A55', '20H10']",0.44211410869774026,0.8842282173954805,0.44211410869774026,0.0,0.9973908713983063
4975,6221748,"['53C42', '30F30', '32H02', '53A10']","['32J99', '53A30']","['53C42', '32H02', '53A10']","['53A10', '53C42', '49Q05', '32H02', '49Q10', '53C40', '53C56', '31A20', '35J60', '58E12']",0.0,0.667472413793101,0.6457581902070597,0.667472413793101,0.4441025785739432
4976,6221750,"['22E35', '11F70', '22E55', '11F85']","['11F41', '22E35']","['11F70', '22E50', '11F85', '22E55', '22E35', '11F80', '11F66']","['11F72', '11-02', '22E50', '17B08', '17B20', '17B10', '17-02', '22E46', '22E60', '17B25']",0.1976265077928601,1.0391517268836734,0.0,0.0,0.4940319522983949
4977,6221755,['14H50'],['51M99'],"['14E08', '14H45']","['00B30', '14-06', '14Hxx', '14-02', '14C20', '14K25', '14C22', '14H45', '14H10', '14H50']",0.0,0.0,0.2890648263178879,0.0,0.3333333333333333
4978,6221756,"['30C15', '60G99']","['30B20', '60G99']","['28A80', '47E05', '60G10', '47B15', '42C05', '34L40', '34B24', '47B10', '47B39', '15B52']","['28D05', '28-02', '37A99', '37E99', '37D40', '53D25', '60J10', '60G50', '60G99', '37D45']",0.5578858913022597,0.0,0.2661792164485313,0.0,0.20459114496640535
4979,6221757,"['53C28', '53C26', '32L25', '32V30']","['53C28', '53C10', '53C26']","['22E46', '53D20', '37K65', '58D05', '76B15', '11F72', '22E55', '11F70', '52A20', '52Bxx']","['53C55', '57S25', '51M10', '53C26', '53C10', '53C05', '53C15', '53C43', '58E20', '53C21']",0.626461208000321,0.0,0.26980215682807823,0.0,0.18858361472798907
4980,6221760,"['46B04', '46B07']","['46B03', '46B20']","['46L07', '47L25', '46L35', '46B04', '46B20', '54E35', '15A60', '46E15', '47L05', '54E50']","['46B26', '46M07', '46M10', '54H20', '37B10', '46B04', '46B10', '46B20', '46B45', '46B99']",0.0,0.19040818260962875,0.15748422303999243,0.27894294565112987,0.11052852717443507
4981,6221762,"['20D15', '20E45', '20D60']","['20D15', '20D05', '20E45']","['20D15', '20D60', '20D45', '20D30', '20D25', '20C05', '20E45', '20J06', '20C15', '20F40']","['20D30', '20D60', '20D15', '20E34', '20E45', '20F24']",0.7241497964785897,0.8319019900526867,0.6896206570662406,1.1336310719187659,0.6188075105873937
4982,6221763,"['20H05', '20H25', '20F12']","['20H05', '20G15']","['20G05', '20G40', '20C30', '20G15', '20G10', '05E10', '20C20', '20E07', '20G35', '20H25']","['19B10', '18G55', '20G35', '19B37', '18F25', '19B14', '13D15', '16E20', '20E07', '20E15']",0.36207489823929484,0.20932623514721738,0.0,0.0,0.36207489823929484
4983,6221764,"['20M05', '20M07', '37B10', '20E18', '22A15']","['37A45', '20Mxx']","['20M07', '20M05', '20M35', '68Q70', '68W30', '37B10']","['08-XX', '20Mxx', '08-01', '20-01', '20E10', '20M05', '20E18', '20M07', '20F10', '20E07']",0.0,0.8345382541892277,0.3689094203136055,0.7350220518984933,0.8586626096351743
4984,6221765,"['32A27', '32C11', '32S10', '13E05', '13E15']","['32A27', '13C99', '32C11', '32S10']","['13A30', '13H15', '13D40', '13N05', '11L03', '30C55', '17B68', '30C50', '13A50', '68W30']","['32A25', '32A26', '32A27', '32C30', '32B05', '13A05', '32A60', '32H12', '32-02', '32A22']",0.6790758547587148,0.0,0.1396886501626866,0.0,0.06576790668890106
4985,6221766,"['16R10', '16R20', '16W55', '16R40']","['16R50', '16R10', '16W55']","['16R10', '16P90', '16R50', '16R20', '16W50', '17A30', '17B01', '17C05', '16W10', '16R30']","['16R10', '16R50', '16W50', '16P90', '05E10', '20C30', '16R20', '16W55', '16R40', '11D85']",0.35424180979294034,0.5830327608282387,0.7151560679273588,0.43997478473132634,0.5976655876359279
4986,6221768,"['53D40', '15A22']","['53D05', '53C26', '58E05']","['58E05', '37J99', '53D10', '53D35', '37G99', '53C55']","['37J99', '37G99', '35-01', '49-01', '53C20', '57R20', '57R22', '53D40', '32Q15', '00B25']",0.0,0.0,0.13947147282556493,0.0,0.1710330840677181
4987,6221770,"['17B35', '16R40']","['17B35', '17B01']","['17B70', '17A70', '17B10', '17B56', '17B30', '17B65', '17B20', '17B37', '37J35', '37K10']","['17A70', '17B35', '16Rxx', '17B01', '16R10', '16-01', '13-01', '12-01', '18-01', '16-02']",0.44211410869774026,0.0,0.27894294565112987,0.0,0.13308960822426566
4988,6221771,"['14L15', '14F22', '14F20']",['14L15'],"['14L15', '14F35']","['20G10', '11E72', '14E20', '18G50', '14F22', '14G05', '14G25', '20G15', '20G30', '18D05']",0.36207489823929484,0.36207489823929484,0.2801393816260644,0.0,0.3811376202872664
4989,6221772,['60G55'],"['60G55', '37A50']","['92D30', '60F05', '62P05', '53C20', '53C28', '65N25', '35P30', '35B32', '35J65', '65M12']","['60G55', '60D05', '37A35', '37B10', '60C05', '28A10', '37A50']",1.0,0.0,1.0,0.0,0.43067655807339306
4990,6221773,"['37B10', '37A55', '46L55', '54H20']",['37B10'],"['46L55', '47L65', '37B10', '54H20', '11A63', '11J70', '37A45', '68Q45', '68R15']","['68Q45', '54H20', '37A99', '37E99', '37D99', '46L05', '46L10', '46L55', '46L40', '28D05']",0.3132306040001605,0.6047469844142799,0.2964397616892901,0.4698459060002408,0.3280061396744637
4991,6221774,['47B33'],"['47B33', '42B30']","['42B15', '42B30', '47B38', '47B15', '47B33', '42B35', '42B20', '42B25', '42B10', '60J10']","['30-01', '47B38', '46E22', '47D03', '34A12', '30D55', '47B33', '47B37', '46J15', '47B35']",1.0,0.38685280723454163,0.3333333333333333,0.6309297535714575,0.26264953503719357
4992,6221775,"['13F05', '13B05', '13C05', '13G05', '11R04']","['13B05', '13F05']","['11R32', '11R33', '11R37', '11R65', '11R04', '11R29', '12F10', '13F05', '13G05', '13F20']","['13B05', '11R32', '11R29', '11R11', '20-02', '20Dxx', '11R04', '11R37', '11R33', '11R18']",0.7350220518984933,0.2803125660379135,0.6518803674258709,0.12032125410796837,0.4603934791834205
4993,6221778,"['03B30', '03E25', '03F35']","['03F35', '03E25']","['03F35', '03B30', '05D10', '03D45', '03F60', '03D30', '03D80', '03F55', '03E25', '05C63']","['03F35', '03B30', '03C62', '03D30', '03D80', '03C57', '03E25', '06A07', '03E05', '03C15']",0.8189625508803525,0.8085095346538463,0.831901990052687,1.0201566582300954,0.5063158414783482
4994,6221779,"['22E40', '11F85']","['2,20E+41']","['20G15', '17B45', '20H20', '17B20', '20G20', '14B05', '32S05', '20M20', '20M12', '20M10']","['20G25', '20G30', '14L99', '12G05', '20G10', '20G15', '22E40', '22E20', '22-02', '22E46']",0.0,0.0,0.14737136956591343,0.0,0.10602447491137608
