,de,mscs,keyword_mscs,refs_mscs,keywords_DCG,refs_DCG
12205,5053823,"['54F05', '06B30', '06F30']","['13A18', '13A15', '13F99', '14A05', '54B35', '03C60', '06F20', '18F20', '06D50', '06D35']","['54F05', '06B30', '06F30']",0.0,1.0
12206,5053824,"['54D70', '54G05', '54G20', '06E15', '54A25']","['54D30', '54A25', '54C35', '54E35', '54B10', '54G20', '54C25', '54C05', '54B05', '54D80']","['54G05', '06E10', '54A25', '06E15', '05C05', '54-01', '03E35', '03E40', '03E05', '03-01']",0.1289509357448472,0.16666666666666666
12207,5053825,"['54D20', '54D15']","['54D20', '54D15', '54E20', '54B10', '54A35', '54D35']","['54D15', '54D20', '54B10', '54A25', '54D45', '54C10', '54E30', '54G20', '54D30', '03E75']",,
12208,5053828,"['54H11', '54A35', '54G05', '03E35']","['54H11', '54A35', '54G05', '03E35', '54D80', '22A05', '54G10']","['54A25', '54G05', '22A99', '03E35', '03E50', '03-02', '54B10', '22A05', '54H11', '54D80']",0.8154648767857288,0.5
12209,5053829,"['54B10', '54A10', '54A20']","['54B10', '42B25', '42B20', '42B35', '42B30', '54D20', '54C08', '47H04', '54C60', '91A44']","['54A25', '54B10', '54D55', '22A05', '54B20', '54A20', '54E35', '54F50', '54G20', '54D80']",0.0,0.0
12210,5053830,['57P10'],"['55P15', '55P10', '54C35', '55P55', '55P35', '20D30', '55R35', '18G55', '55U10', '55P99']","['55-02', '55P15', '55S05', '18G35', '18G55', '55Q20', '55U35', '20F65', '57M05', '57P10']",,
12211,5053831,"['55Q05', '57T10']","['22E67', '22E30', '55P35', '55R35', '55N15', '55P60', '57T20', '53C30', '43A15', '43A75']","['55Q05', '57T20', '55P99', '55-02', '18A30', '18A35', '55P05', '55P10', '55T99', '18G10']",,
12212,5053832,"['54E15', '54B15']","['54E15', '54H25', '54E35', '47H10', '54A40', '54B30', '54H11', '54B20', '54D35', '18B30']","['22D15', '22A05', '55Q05', '57T20', '08B25', '57M07', '20F65', '20E05', '57M05', '20F34']",,
12213,5053833,"['57Q10', '05C15']","['57Q10', '05C15', '51H25', '18G35', '58A32', '57M15']","['52B40', '05B35', '57M15', '05C15', '52B70', '05C10', '55P10', '57Q10', '57-02', '05C30']",,
12214,5053834,"['54C08', '54C05', '54D30', '54B10']","['54D30', '54E52', '54B10', '54C60', '54C08', '54C05', '46B26', '54C50', '54C65', '54F05']","['54C35', '54C05', '54D30', '54C10', '54E35', '54C08', '46G05', '54B05', '54B10', '54D99']",0.19342640361727081,0.8154648767857288
12215,5053837,"['57M27', '57M25', '57N10']","['57M27', '57M25', '57R17', '57N10', '53D12', '14P25', '14B05', '14J17']","['57M25', '57R17', '53D17', '53C15', '57M27', '57M15', '82B23', '81R50', '57Q05', '57Q15']",1.0,0.0
12216,5053838,"['55R25', '55Q50', '55S25']","['55R25', '55Q50', '55S25', '57N13', '55R10', '53C30', '55R40', '55S20', '57P10', '53D45']","['55R25', '55Q50', '55S25']",1.0,1.0
12217,5053839,"['57R85', '57R75', '57S17']","['57S17', '57R85', '57R75', '15A23', '20H15', '11P81', '05A17', '05A19', '57R91', '54H15']","['57R20', '57S30', '57R85', '58C30']",0.6309297535714575,0.0
12218,5053840,"['54B10', '54D20', '54E15']","['54B10', '54D20', '54E15', '54E35', '54D15', '54A25', '54B05']","['54D20', '54B10', '54A25', '54F05', '54-01', '54E20', '54E15', '03E35', '03E40', '03E05']",1.0,0.0
12219,5053841,"['54F15', '54F50']","['54F15', '54B20', '54F50', '54C10', '54E40', '54H20', '54F45', '54D35', '54F65', '37B45']","['54B20', '54-02', '54F15', '54F65', '54F50', '54B15', '54-01', '54C55', '54H15', '54-XX']",,
12220,5053842,"['19M05', '46L85', '46T05', '55N15', '57N20', '58B15']","['46L05', '46L55', '46L80', '22D25', '46L60', '46L08', '47C15', '46L35', '47B48', '39B82']","['37-02', '58Axx', '37Cxx', '70G45', '53A45', '57M25', '20F36', '22D25', '46L80', '46M20']",0.0,0.0
12221,5053843,"['54F50', '54C10', '54F15', '55P15', '55P57']","['54F50', '54F15', '54B20', '54C10', '37B45', '54C05', '37B40', '54F65', '54H20', '37B20']","['54F15', '54E40', '54C10', '05C10', '55P15', '05C99', '54-01', '57-01', '55P10', '55N10']",0.5,0.35386877054828353
12222,5053844,"['54D30', '54B35', '54B30']","['54D30', '46B26', '54B35', '54B30', '46E15', '54E35', '54A25', '54C35', '54C15', '46B20']","['46B25', '46A50', '54D30', '46E15', '46J10', '54G05', '46B20', '46B03', '03E35', '54A25']",0.6309297535714575,0.0
12223,5053845,"['54D20', '54A25', '54C60', '54F99']","['54D20', '54A25', '54C60', '54F99', '54D30', '54C35', '54C10']","['54A25', '54C99', '54A35', '54-01', '54E35', '54D55', '54E18', '54H11', '22A05', '54D30']",0.8154648767857288,0.0
12224,5053846,"['57S17', '57S25', '57N05']","['05C10', '57N05', '53A05', '65D17', '05C15', '57M50', '57M99', '55M20', '05C70', '53A07']","['03-02', '03Exx', '13-01', '15-01', '12-02', '12E05', '12Fxx', '13F10', '13J05', '12H05']",0.0,0.0
12225,5053847,"['32S25', '14B05', '14E20', '32S05', '14J26']","['57M12', '57M25', '57M05', '57N10', '57M50', '57M15', '14E20', '30F10', '14H30', '32S25']","['14Hxx', '14-02', '14-03', '14H20', '30F10', '14-01', '58C15', '51N15', '14E15', '54H05']",0.11873572903600739,0.0
12226,5053848,"['20F67', '20E06', '46L10', '37A20', '20F65', '43A05', '53C23']","['20F67', '20E06', '46L10', '37A20', '20F65', '43A05', '53C23', '22D25', '46B28', '46L07']","['57M07', '20F65', '20F67', '43A05', '37A99', '22E46', '53C23', '46L55', '46L10', '43A07']",0.5896918237758785,0.3630929753571458
12227,5053849,['57N10'],"['57N10', '57M50', '57M25', '57M27', '57M99', '57M05', '57M15', '57M12', '57Q99', '57N16']","['57M99', '51F99', '57N10', '57M50', '57M35', '57M40', '57-01', '57N05', '57N65', '57-02']",,
12228,5053850,"['55Q52', '54F50']","['57M10', '55Q05', '55R65', '55Q52', '54F50', '57M12', '57M05', '54B99', '54F15']","['57M05', '20F05', '57M20', '57-02', '20F65', '57M07', '20E05', '20F34', '54F15', '57N05']",,
12229,5053852,"['54A25', '03C98', '54B20']","['54A25', '03C98', '54B20', '33C10', '33E12', '30B60', '41A30', '30D15', '22F50', '57S25']","['54D20', '54A25', '54E35', '54B20', '54D55', '54A20', '03E35', '54A35', '54-02', '03E55']",1.0,0.0
12230,5053853,"['54D30', '54A35', '03E35', '03E55', '03E75', '54G12']","['54B30', '54D30', '18B30', '06D22', '54C55', '54E15', '41A35', '41A50', '28A60', '54G05']","['54A25', '54-02', '54A35', '03C62', '54D35', '54E35', '54D15', '54D30', '54D20', '03E55']",0.0,0.15773243839286438
12231,5053856,"['54C10', '54D60', '54D99', '54D35']","['54C10', '54D60', '54D99', '54D35']","['54C45', '54A25', '54D35', '54C99', '54D60', '54D30', '54D45', '54C10', '54-01', '46-02']",0.8154648767857288,0.21533827903669653
12232,5053857,"['54C99', '54E52', '46B20', '46E15', '54C35', '57N17']","['54E52', '54C99', '46B20', '46E15', '54C35', '57N17', '54C30', '54A20', '46B26']","['26A15', '26B05', '22A05', '54E18', '54H15', '22A20', '57S25', '46A50', '46B22', '54C35']",0.39040157791121266,0.0
12233,5053860,"['11K50', '37A45']","['68R15', '37B10', '11K50', '37A45', '11J70', '11J68', '11K60', '26B05', '37A05']","['11K50', '11A55', '11J70', '37H15', '11J13', '28D20', '11K55', '11K06', '11K16', '28D05']",,
12234,5053861,"['47B34', '46B42', '46E05', '46E30', '47G10', '28B05']","['46E30', '46B42', '28A25', '46G10', '46B25', '28A20', '47B34', '46E05', '47G10', '28B05']","['46M35', '46E30', '46E35', '46-02', '46E15', '46G10', '46B42', '46B40', '28B05', '47B38']",0.4121995525297655,0.33905179677700553
12235,5053862,"['51M04', '15A24', '51M99']","['51M04', '15A24', '51M99']","['51K99', '51M99', '51M16', '51M25', '51M20', '51F20', '51N15', '15B57', '14M15', '52B11']",1.0,0.0
12236,5053863,"['46L53', '46L10']","['46L53', '46L10', '46L52']","['60F15', '47A63', '47A30', '46L51', '46L53', '46L54', '42C15', '46-02', '46L55', '28D05']",,
12237,5053864,['46A40'],"['46A40', '47B65', '06F20', '06F25', '06F15', '46E05', '47A60', '47B60', '47A10']","['46A40', '46-02', '46A20', '46A04', '06F20']",,
12238,5053865,"['46E30', '28E99', '46B10']","['49N15', '90C46', '90C29', '90C30', '90C25', '90C05', '46B10', '05C10', '90C31', '46A20']","['46B45', '46B10', '46E30']",0.0,0.0
12239,5053866,"['60B99', '28A78']","['22E50', '11S15', '11S20', '22E35', '11F70', '11F85', '11E95', '11S80', '20G25', '11F52']","['46S10', '46N55', '60J60', '60G50', '47B25', '60B99', '60K40', '60G51', '60J75', '11F85']",,
12240,5053867,"['47B60', '60G40', '60G48', '60G42']","['46L10', '46L55', '60G40', '60G42', '60G48', '60F15', '46L35', '46L05', '46L37', '46L53']","['46G10', '28B05', '28A15', '28A20', '60G45', '46-02', '46B10', '46B99', '46E15', '46E30']",0.5308031558224253,0.0
12241,5053868,"['46A40', '06F20', '54C35']","['46A40', '06F20', '54C35', '47B65', '46E30', '46S20', '03H05', '39B82', '39B62', '39B52']","['46A40', '46E05', '54A20', '54D60', '54F05', '46E10', '54D20', '54C40', '54D35', '54C30']",1.0,0.0
12242,5053871,['65H05'],"['65H05', '12Y05', '26C10', '30C15']","['65H05', '65E05', '30C15', '65-02', '65H10', '65J05', '65Hxx', '39Axx', '65B05', '65F15']",,
12243,5053874,"['65L10', '34B15', '34B10']","['34B10', '65L10', '34B15', '34A08', '34B18', '34B27', '47N20', '34E15']","['34B15', '34-02', '39A11', '39-02', '34B10', '35J50', '47J05', '74K10', '74G20', '34B27']",0.6309297535714575,0.0
12244,5053875,"['65N30', '65N12', '35J25']","['90C30', '65K05', '65N30', '90C10', '90C25', '35J25', '74S05', '90C46', '90C31', '90C48']","['65N30', '65N15', '35J20', '65N12', '35J25', '90C30', '49K35', '65N55', '35J05', '65N35']",0.0,0.5
12245,5053876,"['65D07', '41A15', '65D18', '65T60']","['65D07', '41A15', '65D18', '65T60']","['41A15', '65D07', '42C40', '94A12', '68U07', '65D18', '65D17', '41A05', '41A63', '65T60']",0.8154648767857288,0.19342640361727081
12246,5053879,['15A42'],"['65F10', '15B48', '15A09', '65F35', '15B57', '15A45', '15A42', '65N30', '65F05', '15A18']","['65N55', '35J25', '65F10', '65N30', '65F35', '65Y05', '76M99', '86A60', '65F50', '15-01']",,
12247,5053880,['15A42'],"['15A42', '17C27', '15A30', '15B48', '15A45', '65F15', '65F10', '15A18']","['15A42', '65F15']",,
12248,5053881,"['65K05', '90C22', '90C34']","['65K05', '90C22', '90C34', '65L05', '65F10', '65M12', '65R20']","['90C34', '49N15', '90C05', '65K05', '90C30', '90-08', '90C60', '52A40', '49J52', '90C26']",1.0,0.0
12249,5053882,"['65P10', '65L06', '37J10', '37M15']","['65P10', '65L06', '37M15', '37J10', '65L05', '34A34', '65L70', '37J05']","['70-01', '70-02', '58-01', '74-01', '76-01', '65L05', '65L06', '37J99', '70H05', '37J35']",0.75,0.1781035935540111
12250,5053883,['65H10'],"['65H10', '65K05', '90C15', '90C30', '65R20', '49J40', '65K10', '65M60', '45B05']","['65K05', '65K10', '90C30', '65D25', '49J15', '49M37', '90C53', '90C06', '65H10', '65-02']",,
12251,5053885,['65F10'],"['65F10', '65F30', '15A24', '65F50', '65H05', '65F35']","['15A15', '65B05', '65D07', '65D15', '65F10', '15A09', '15A03', '15-00', '62J99', '65F25']",,
12252,5053886,['65D18'],"['65D18', '05C72', '05C85', '76M99', '46C15', '46B20', '52A21', '51B20', '65D17', '53A04']","['00A20', '00A22', '33-00', '65A05', '44A10', '65Dxx', '62Q05', '11B68', '11M06', '11Y70']",,
12253,5053888,"['65T40', '65D10', '42A10']","['65T40', '65D10', '42A10', '42A38', '35S30']","['65T40', '42A16', '62G07', '62G05', '42C40', '41A30', '65C60', '94A12', '65T60', '62G08']",1.0,0.0
12254,5053890,"['65L15', '34K28', '34L16']","['65L15', '34K28', '34L16', '65H10', '13P10', '65H20']","['76F06', '65L05', '65L20', '34G10', '34K05', '65F15', '65H20', '47E05', '34L05', '35P05']",1.0,0.0
12255,5053892,"['33C45', '65D15', '42C20', '41A50', '41A10']","['65D20', '33C45', '41A20', '41A21', '42C10', '33C10', '41A50', '41A10', '65H10', '68W30']","['68Q05', '40A99', '93B50', '41A10', '65D05', '41A05', '41A20', '30E10', '30D50', '65D32']",0.11873572903600739,0.0
12256,5053893,"['47J20', '47H04', '47H05', '47J05', '49J40', '49K40']","['47J25', '47H09', '47H10', '49J40', '47H05', '47J20', '90C47', '65J15', '91B50', '90C48']","['47J20', '65K10', '47H05', '49J40', '49J27', '90C33', '49J15', '90C31', '49K40', '90-02']",0.23266913951834828,0.2827324383928644
12257,5053895,"['65N06', '65F10', '35J40', '65N12']","['65F10', '47J25', '65F30', '15A24', '65H05', '65F20', '65H10', '65J15', '47H09', '65R20']","['65N30', '35-04', '65N55', '65N15', '65F10', '65N06', '65N12', '35J40', '31A30', '65N38']",0.0,0.3820049457033632
12258,5053897,"['65R20', '65Y05', '45G10']","['65R20', '65Y05', '45G10', '65L60', '65N38', '65L20', '65L05', '65L06']","['65-01', '65G50', '65Hxx', '65Dxx', '65L05', '65Fxx', '65Txx', '65M20', '65R20', '45G10']",1.0,0.0
12259,5053949,"['53C20', '22E25', '53C15', '53D20', '53D05']","['65L05', '65L06', '53D05', '53C15', '34A34', '57R17', '57R57', '53D35', '65P10', '37M15']","['53C55', '53C25', '53C30', '53-02', '53C20', '58J60', '53Dxx', '57R17', '53D35', '53D05']",0.16666666666666666,0.0
12260,5053951,"['35S05', '47B10', '32F45', '16W80']","['35S05', '47B10', '32F45', '16W80', '47B35', '47A55', '46E35', '47A60']","['46M35', '46E30', '46E35', '46-02', '46E15', '46E40', '35S05', '47G30', '35A27', '35L67']",0.8154648767857288,0.0
12261,5053954,['83D05'],"['83D05', '83F05', '83C05', '83E15', '81T30', '85A40', '83C80', '81T20']","['53B50', '83-02', '81-02', '83C45', '83D05', '83E99', '83F05', '53-XX', '53C80', '81T13']",,
12262,5053961,"['51N35', '14N05', '51N15']","['51N35', '14N05', '51N15', '52B40', '52C35', '05B30', '05B35', '20F36', '51A20']","['14N20', '14H10', '14H40', '14H45']",1.0,0.0
12263,5053965,"['14B05', '14C20', '14N05']","['14N05', '14C20', '14M15', '14J40', '14M07', '14B05', '14M17', '14N15', '19L64', '14M22']","['14C17', '14-02', '14C15', '14C25', '14B05', '14J17', '14B12', '14G20', '32S25', '55R25']",1.0,0.0
12264,5053967,"['51M10', '51M20', '52A20', '52A55']","['51M10', '51M20', '52A20', '52A55', '57M50', '57N10', '30F40']","['51M05', '51M20', '51-01', '57M50', '30F40', '32Q45', '51F15', '51M10', '52A20', '51-02']",0.8154648767857288,0.6577324383928644
12265,5053971,"['20F65', '20F67', '20F69', '57M07', '57M10']","['20F65', '20F67', '57M07', '20E07', '20E36', '22E40', '20F69', '57M10', '20F55', '20H15']","['20F10', '20F65', '57M07', '57M20', '53C23', '57M50', '53-02', '53C70', '53C45', '55Q07']",0.6623789802264932,0.2103099178571525
12266,5053983,"['11K45', '11L07', '65C10']","['11K45', '11L07', '65C10', '65-02', '65D32', '94A55', '11K38']","['65C10', '11K45', '65-02', '11L07', '11-02', '11T23', '11K38', '11T99', '37A45', '11L40']",1.0,0.5
12267,5053985,"['53D10', '53C35', '53C25']","['53C35', '22E40', '51M25', '22E45', '42B15', '42B20', '43A85', '22E46', '53C22', '53C23']","['53C15', '53C25', '53C35', '53B20', '53D10', '53C30', '53C55']",0.0,0.6309297535714575
12268,5053989,"['65J15', '47J06', '65J20']","['65J15', '47J06', '65J20', '42C15', '06D22', '42C40', '54C30', '54D15', '54D35', '54B30']","['42C40', '46B70', '26B35', '42B25', '46E35', '41A65', '49J10', '42-02', '65J10', '65J22']",1.0,0.0
12269,5053991,"['65N15', '65N30', '35J25']","['65N15', '65N30', '35J25', '65N50', '65M60', '65N12', '65F10']","['65N15', '65N30', '35J25', '35Q30', '26D10', '65N50', '41A10', '41A25', '65N35', '65D05']",1.0,1.0
12270,5053992,"['65K05', '90C53', '90C51', '90C30']","['65K05', '90C30', '90C53', '65H10', '65N30', '90C25', '90C51', '49M15', '90C26', '49M37']","['65K05', '90C06', '90C30', '90C25', '90C55', '65-02', '90-02', '65F25', '65F35', '68W99']",0.49356847033973983,0.0
12271,5053999,"['58J35', '60H07', '35B65', '58J65']","['58J35', '58J65', '60H07', '60H10', '35B65', '60H05', '60H15', '60K35', '47G20', '60H30']","['60H07', '60D05', '28D05', '35-02', '35B40', '65H10', '58J65', '60G15', '60H10', '60J60']",0.5308031558224253,0.0
12272,5054001,"['35H10', '35A08', '43A80', '35B45']","['11E25', '90C22', '12D15', '13J30', '65K05', '14P10', '90C26', '35H10', '11P05', '44A60']","['49Q20', '43A80', '49J45', '35H10', '53C17', '91B16', '60H20', '35H20', '35A08', '35B45']",0.0,0.6577324383928644
12273,5054002,"['31B25', '42B25', '28A15']","['31B25', '31C45', '42B25', '31A20', '60J50', '32A40', '28A15', '31A05', '35J25', '20E08']","['31B10', '31A10', '31B25', '31B20', '31B05', '31-01', '31A05', '31D05', '60J45', '42-01']",0.6309297535714575,0.0
12274,5054005,"['60C05', '60F05']","['05C80', '05C15', '60C05', '60K35', '60G50', '05C35', '05C70', '60F05', '05C12', '05C38']","['60C05', '60J65', '60J50', '60K35', '60G50', '82B41', '60-02', '05-02', '05A05', '05A40']",,
12275,5054006,"['60H10', '58J65']","['53C20', '53C21', '58J65', '58J05', '58J35', '58J50', '46E35', '53C22', '58J60', '53C25']","['60H10', '58J65', '60J60', '60J65', '53-01', '58-01', '60H20', '35J60', '91B28', '60Hxx']",,
12276,5054008,"['60G50', '60D05']","['60G50', '05C05', '60K35', '05C80', '60J10', '05C99', '82B41', '60K37', '60D05', '60K40']","['60B15', '60G50', '82D30', '60F17', '60J55', '60J65', '60D05', '60K40', '28A80', '82C41']",,
12277,5054012,['65G30'],['65G30'],"['65G50', '65H10', '65G30', '65G40', '51M15', '65-02', '65Gxx']",,
12278,5054016,['65G40'],['65G40'],"['54C35', '54C30', '26E25', '35F20', '54D35', '70H20', '35D40', '35G20', '46A19', '46A40']",,
12279,5054279,"['03D80', '28C05']","['03F60', '03D65', '03D45', '03D80', '03F50', '28C05', '03B30', '03D30', '03E15', '06B35']","['60-01', '28-01', '03F60', '03F65', '46S30', '03-02', '28-02', '28C05', '28C10', '03F99']",,
12280,5054285,"['65H10', '68W30', '12Y05', '26C10', '30C15', '65H20']","['65H10', '68W30', '12Y05', '26C10', '30C15', '65H20']","['12E12', '68W30', '12Y05', '65H10', '65J15', '47J25', '65Y10', '65-02', '65L05', '65L10']",0.6404015779112127,0.4077324383928644
12281,5054291,"['05C20', '05A15', '05A05', '05A17', '06D05', '06A07']","['15B51', '47A12', '05C20', '05A15', '05A05', '05A17', '06D05', '06A07', '46C20', '83C15']","['06-01', '68R05', '68W05', '68P10', '68Q25', '06A06', '11P81', '05A15', '05E10', '68-02']",0.4184341381039892,0.08333333333333333
12282,5054295,"['11B85', '68Q45', '68R15', '62H20']","['11B85', '68R15', '11B83', '11A63', '37B10', '37B15', '68Q80', '68Q45', '62H20', '11B37']","['11B85', '11M41', '11-01', '68R15', '68Q45', '00B15', '82-06', '52-06', '82C27', '52C23']",0.6666666666666666,0.46533827903669656
12283,5054317,['03B25'],"['03B25', '03F05', '03B70', '03F03', '03F07', '03B20', '03B45', '03F20', '68Q60']","['68Q45', '68W99', '68Q25', '03B40', '03B35', '03F05', '03B25', '03B15', '03B20', '68T15']",,
12284,5054347,"['53C44', '35K30', '58J35']","['53C21', '58J05', '58J60', '53C17', '35P15', '53C25', '53C44', '35K30', '58J35', '35J60']","['58J60', '58J05', '58J52', '35B65', '46E35', '53C20', '53C44', '58D25', '58E11', '58E30']",0.3333333333333333,0.0
12285,5054349,"['55N34', '58J26', '55P42']","['55N34', '58J26', '55P42', '11F11', '55N22']","['55P47', '55-02', '55P60', '55R05', '55N22', '14L05', '55N34', '14H52', '58J26', '55P42']",1.0,0.31546487678572877
12286,5054350,"['52B20', '52C35', '05A17', '05B35', '05C15', '05C22', '05C78', '52C07']","['52B20', '52C35', '05A17', '05B35', '05C15', '05C22', '05C78', '52C07']","['05C99', '05C22', '52C40', '52C35', '05C78', '05A15', '52B20', '05B15', '05E15', '05B35']",0.5507777176645691,0.3217794263455655
12287,5054351,"['19D23', '18D10', '55P43', '18D50']","['46L80', '55N15', '46L35', '46L05', '19K35', '46L85', '46L55', '19K56', '46L87', '19L47']","['55P35', '55P15', '55Q10', '18C15', '55-02', '55U35', '55P42', '18G30', '18D10', '55P47']",0.0,0.15773243839286438
12288,5054352,"['14L15', '16W30', '16G20', '16G60', '17B50']","['14L15', '16W30', '16G20', '16G60', '17B50', '35L10', '35A30']","['16W20', '16S20', '16P10', '16Gxx', '16S34', '13B05', '16-02', '16G10', '16G70', '16G20']",0.7103099178571526,0.0
12289,5054353,"['05E05', '06A07', '14N35']","['06A07', '05E05', '14N35', '05A99', '06A05', '05A17', '11B73', '05A15', '05A05', '05A30']","['05A15', '05B15', '20C30', '05A17', '05E10', '05E05', '14M15', '17B81', '17B10', '81T40']",0.0,0.0
12290,5054354,"['11N60', '11G20']","['11G05', '14H52', '11G20', '14G05', '11G07', '94A60', '11G40', '11R23', '11D25', '14G50']","['11N35', '11R58', '14H05', '11K65', '11-02', '60-02', '11N37', '60F99', '11N60', '11N64']",,
12291,5054356,"['14H30', '14G32']","['11S15', '14H30', '14F20', '14G32', '57R20', '14J27', '14J28', '11G05', '11G20', '11R32']","['12-02', '12L15', '03C60', '12L12', '12E30', '12E25', '03C10', '03C20', '14G05', '12L05']",,
12292,5054357,"['11A07', '11A15', '11G20', '11L10']","['11A07', '11A15', '11G20', '11L10', '32A25', '32T99']","['11-02', '11L05', '11L10', '11R18', '11T71', '11-03', '11T24', '11T22', '11D61', '11B65']",0.8154648767857288,0.0
12293,5054358,"['11G35', '14G05', '11G50']","['11G35', '14G05', '11G50', '11D45', '11P55', '11D72']","['14G40', '14J17', '11G50', '14M25', '14G05', '14J45', '14G25', '11E20', '11L40', '11E25']",1.0,0.43067655807339306
12294,5054359,"['11N36', '11N05']","['11N36', '11N05']","['11B25', '11N13', '37A45', '11A41', '11P32', '11N35', '11K99', '60F15', '60K99', '11B99']",,
12295,5054360,"['11F85', '11F33', '11G05', '11F11', '11F23']","['11F11', '11F33', '11F27', '11F37', '11F67', '11F30', '11F80', '11F66', '11P83', '11F12']","['14H52', '14K02', '11F11', '11F25', '11F30', '11F85', '11G05', '11F23', '11F33', '11F12']",0.3333333333333333,0.4342006058217362
12296,5054361,['11B75'],"['11B75', '52C10', '52A10', '54E52', '41A05', '05C55', '05C80', '05D10', '05C70']","['11N05', '11A41', '11N37', '11N56', '11-02', '00A07', '11Bxx', '11B75']",,
12297,5054366,"['82B99', '82D50']","['82B99', '82D50', '82B10', '82B26', '35Q55']","['57M25', '55-02', '57M05', '57M10', '57M35', '57N10', '57Q45', '57R30', '57R65', '53-01']",,
12298,5054367,"['81P15', '81T20', '83C57']","['81P15', '81T20', '83C57']","['53B50', '53C80', '81T20', '81T17', '81-01', '83C47', '53C57', '65-00', '65A05', '00A22']",1.0,0.6309297535714575
12299,5054373,"['81Q05', '81T05']","['81Q05', '35L70', '35Q53', '35Q40', '35Q55', '81T20', '83C47', '83C05', '35B40', '35L05']","['53-02', '83-02', '53B50', '53C80', '81T05', '47B50', '46C20', '47A56', '46A03', '46-01']",,
12300,5054374,"['81Q05', '81R30', '81T05']","['81Q05', '81R30', '81T05', '81S10', '81S30', '22E70', '81R50', '32M10', '17B37']","['81R30', '81-06', '00B15', '81Q05', '35Q40', '35Q60', '81R20', '81V10', '22E70', '81Q20']",1.0,0.0
12301,5054375,"['81P68', '05C90', '81P15']","['81P68', '05C90', '81P15', '03G12', '81P10']","['94Bxx', '94-02', '05Bxx', '11T71', '55-01', '55Nxx', '55Mxx', '55Pxx', '55Qxx', '53-01']",1.0,0.0
12302,5054376,"['03F30', '03D20', '03F05']","['03F05', '03F03', '03F30', '03F35', '03B10', '03D20', '03F55', '03F15', '03D70']","['03D25', '03D20', '03D55', '03-02', '03-XX', '03F30', '03F10', '03F15', '03F25', '03F03']",0.38685280723454163,1.0
12303,5054382,"['03B20', '03B47', '03C40', '03B40', '03F05']","['65D05', '41A05', '65D07', '41A15', '41A63', '65D17', '65D10', '46B70', '30E05', '46E30']","['03F05', '03B20', '03B47', '03F20', '03F07', '18D15', '03F55', '18A15', '03B40', '03G30']",0.0,0.31546487678572877
12304,5054386,"['03B20', '03B25']","['03B35', '03B20', '03B25', '03B45', '03B70', '68Q65', '03H15', '68T15', '68Q60']","['03F05', '03B20', '03C40', '03B35', '68T15', '03F20', '03B50', '03B55', '03B52', '03F50']",,
12305,5054389,"['20F05', '20E07', '20F10', '20A15', '03C60', '03C15', '03C07']","['20F05', '20F65', '20F10', '57M07', '20E07', '20E06', '20J05', '20F16', '20M05', '20E18']","['20F10', '20F05', '03D40', '03-02', '03E35', '03E50', '03E55', '03B25', '03B99', '03C35']",0.21232126232897014,0.0
12306,5054390,"['03F20', '03B45']","['03B45', '03A05', '03B42', '03B20', '03B25', '03B55', '68T27', '03G25', '03B60', '03B35']","['03F20', '03F55', '68Q17', '68Q15', '03F05', '03F07', '03D15', '03D10', '03B20', '03B45']",,
12307,5054395,"['05C69', '05C05']","['05C69', '05C05', '05C50', '05C70', '05C38', '05C35', '05C15', '68Q25', '05B20', '05C45']","['05C69', '05C05', '05C35', '05C99', '05-01', '05Cxx', '05C20', '05C10', '05C15', '05C25']",,
12308,5054403,"['05C78', '11B75']","['43A46', '11B75', '11B13', '42A55', '46B20', '46B22', '05C78', '60E15', '46B09', '11H55']","['11B83', '05C78', '11-02', '11B25', '11P32', '11N05', '11A99', '00A07', '05A05', '11B13']",,
12309,5054405,"['05C70', '05C12']","['05C70', '05C12', '05C25', '05C62', '05E30', '05C45', '05C78', '20F65']","['05C05', '05C38', '05C70', '05C12', '05C99', '05C15', '05C69']",,
12310,5054407,"['11B39', '05A30', '11A07']","['11B39', '05A30', '11A07', '05A15', '05E15', '11A15']","['11B39', '82B05', '82B10', '82B20', '05A19', '05A30', '11F11', '82B23', '11P82', '17B68']",1.0,0.38685280723454163
12311,5054410,['05A15'],['05A15'],"['05A15', '05A17', '05C15', '05-02', '05E99', '05A05', '11B68', '60B15', '20G40', '05A30']",,
12312,5054411,['05C78'],['05C78'],"['05C78', '05-02', '05-01', '68R10', '90B18', '90C35']",,
12313,5054412,"['05C20', '05C70']","['05C20', '05C70']","['05C20', '05C38', '05C15', '05-02', '05C40', '05C45', '05C85', '05C75', '05Cxx', '05C70']",,
12314,5054415,['05D10'],['05D10'],"['46-02', '46B03', '05D10', '03E15', '03E05', '05A05', '03-01', '28A05', '03-02', '91A44']",,
12315,5054423,['05C15'],"['05C15', '68R10', '05C85', '68Q25', '55P62', '05C60', '90C35', '52B10', '68Q17']","['05C15', '05C65', '05C20', '05C80', '05-02', '68R10']",,
12316,5054426,['05C20'],['05C20'],"['05C20', '05C38', '05C45', '05C75', '05C40', '05C99', '90C10', '05C15', '91A43', '05C35']",,
12317,5055711,"['34C60', '92D25', '34C05', '34C23']","['34C60', '34C05', '92D25', '92Cxx', '92C45', '34C23', '34D20']","['37G99', '37N99', '92Cxx', '92D40', '92D25', '34D20', '34C05', '34D99', '34D05', '34D23']",0.8154648767857288,0.3934418725907076
